Success_Count,Timeout_Count,Average_Response_Time,Total_Time_Taken
31,1,133.16091405960822,407.1802170276642
32,0,113.24143446236849,244.70266389846802
29,3,175.39050077569897,615.002513885498
32,0,112.76926835626364,336.27462673187256
31,1,93.34250167877444,244.00408411026
29,3,159.92166568493022,354.7906002998352
28,4,128.08802266631807,335.1756501197815
24,8,151.01824856797853,286.46677017211914
27,5,167.52979070168954,504.91577982902527
30,2,137.84651704629263,256.92158579826355
