Success_Count,Timeout_Count,Average_Response_Time,Total_Time_Taken
4,0,20.51709920167923,37.80541491508484
4,0,40.51898568868637,119.05549836158752
4,0,33.17773240804672,71.19726371765137
4,0,26.111795604228973,42.83485698699951
4,0,56.8177170753479,75.39836597442627
4,0,41.38961309194565,62.974785804748535
4,0,29.18363344669342,51.81674599647522
4,0,13.173551440238953,29.765828847885132
4,0,77.1640373468399,161.7619378566742
4,0,26.977036237716675,52.01561403274536
