Success_Count,Timeout_Count,Average_Response_Time,Total_Time_Taken
8,0,49.06068333983421,125.92
8,0,60.17375695705414,165.50
8,0,51.02311047911644,176.87
8,0,61.49497735500336,103.04
8,0,22.67963370680809,30.06
8,0,52.07847583293915,165.72
8,0,47.08037352561951,79.53
8,0,74.82266217470169,103.98
8,0,42.467195987701416,71.63
8,0,72.45450222492218,213.29
